brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km
audi,Audi A6,blue,01 10 2014,2014,16900,140,190,Manual,Diesel,4.4,114,155000
ford,Ford Kuga,gold,01 11 2019,2019,23990,110,150,Manual,Diesel,5.4,0,53000
bmw,BMW 318,white,01 08 2016,2016,21390,110,150,Automatic,Diesel,4.1,109,95500
ford,Ford Fiesta,blue,01 04 2021,2021,18990,114,155,Manual,Petrol,5.4,122,4990
bmw,BMW 120,blue,01 05 2019,2019,24950,140,190,Automatic,Diesel,4.5,0,65927
fiat,Fiat 124 Spider,white,01 09 2016,2016,17500,103,140,Manual,Petrol,6.4,148,78869
land rover,Land Rover Range Rover Velar,grey,01 03 2020,2020,47900,177,241,Automatic,Diesel,7.2,189,86400
kia,Kia Venga,red,01 06 2017,2017,14990,92,125,Automatic,Petrol,6.5,150,101122
alfa romeo,Alfa Romeo Giulia,white,01 02 2020,2020,35990,147,200,Automatic,Petrol,7,158,48499
citroen,Citroen C5 Aircross,blue,01 01 2019,2019,23840,133,181,Automatic,Petrol,5.6,128,22007
ford,Ford Kuga,blue,01 10 2016,2016,15950,110,150,Manual,Diesel,5.5,144,81700
ford,Ford Mondeo,red,01 11 2021,2021,25950,103,140,Automatic,Petrol,4.3,99,18473
audi,Audi S5,red,01 01 2020,2020,54470,255,347,Automatic,Diesel,7,182,107887
bmw,BMW M4,white,01 05 2015,2015,46800,317,431,Automatic,Petrol,8.7,203,84800
bmw,BMW 325,black,01 12 2010,2010,16200,150,204,Automatic,Diesel,6.1,0,179000
kia,Kia Picanto,white,01 05 2018,2018,13950,62,84,Manual,Petrol,4.5,104,37850
bmw,BMW X1,silver,01 05 2014,2014,16490,110,150,Automatic,Petrol,7.9,0,26360
hyundai,Hyundai KONA,grey,01 04 2022,2022,35900,206,280,Automatic,Petrol,8.5,194,4500
bmw,BMW 218,blue,01 12 2021,2021,34990,100,136,Automatic,Petrol,6.2,0,11642
kia,Kia Stonic,red,01 10 2018,2018,22990,88,120,Automatic,Petrol,5,0,34089
ford,Ford S Max,blue,01 09 2014,2014,7990,118,160,Manual,Petrol,6.8,161,197000
bmw,BMW X4,white,01 10 2015,2015,26900,140,190,Automatic,Diesel,5.4,142,196772
audi,Audi A5,silver,01 09 2015,2015,25900,140,190,Automatic,Diesel,4.5,0,140000
ford,Ford Focus,grey,01 02 2018,2018,11999,88,120,Automatic,Diesel,3.8,99,153944
hyundai,Hyundai i30,black,01 05 2016,2016,9450,81,110,Manual,Diesel,4,104,128461
kia,Kia Picanto,grey,01 06 2016,2016,9450,48,65,Manual,Petrol,4.9,102,47937
bmw,BMW 525,silver,01 11 2004,2004,3990,130,177,Automatic,Diesel,7.8,208,373000
audi,Audi A4,silver,01 05 2021,2021,37740,120,163,Automatic,Diesel,4,106,15496
ford,Ford Focus,silver,01 01 2012,2012,4990,85,116,Manual,Diesel,4.2,111,269775
ford,Ford Focus,blue,01 04 2020,2020,28220,134,182,Automatic,Petrol,5.2,123,27922
audi,Audi A4,grey,01 06 2014,2014,17999,165,224,Automatic,Petrol,6.7,159,152000
land rover,Land Rover Discovery,grey,01 03 2021,2021,86890,183,249,Automatic,Diesel,7.4,199,35000
bmw,BMW 116,black,01 11 2009,2009,6800,90,122,Manual,Petrol,6.1,143,141042
hyundai,Hyundai i10,black,01 02 2016,2016,8480,49,67,Manual,Petrol,4.7,108,49990
bmw,BMW 330,silver,01 01 2002,2002,12000,170,231,Automatic,Petrol,10.2,4,193346
ford,Ford Kuga,white,01 07 2015,2015,12990,132,179,Automatic,Diesel,5.4,140,193000
bmw,BMW 320,white,01 07 2009,2009,12600,170,231,Automatic,Petrol,6.9,0,172000
ford,Ford EcoSport,blue,01 11 2015,2015,13990,82,111,Automatic,Petrol,6.4,149,36980
ford,Ford Focus,white,01 02 2023,2023,26600,92,125,Manual,Petrol,6.3,119,100
dodge,Dodge Journey,black,01 09 2008,2008,6999,125,170,Manual,Petrol,8.8,209,118153
citroen,Citroen C1,black,01 11 2014,2014,12500,60,82,Manual,Petrol,4.3,102,103700
bmw,BMW 520,brown,01 08 2011,2011,12500,135,184,Manual,Diesel,4.9,0,180000
hyundai,Hyundai i40,grey,01 12 2015,2015,14900,104,141,Automatic,Diesel,4.7,125,93000
bmw,BMW 320,black,01 08 2014,2014,13999,135,184,Manual,Diesel,4.7,125,164000
bmw,BMW 520,black,01 08 2011,2011,14999,135,184,Manual,Diesel,4.9,130,156114
bmw,BMW 520,grey,01 08 2018,2018,27990,135,184,Automatic,Petrol,5.8,132,49000
bmw,BMW X7,black,01 09 2022,2022,111889,250,340,Automatic,Diesel,66.4,167,11100
ford,Ford Mustang,red,01 06 2023,2023,65950,358,487,Manual,Petrol,13.6,312,234
dacia,Dacia Duster,white,01 11 2018,2018,13990,84,114,Manual,Petrol,6.5,149,45149
citroen,Citroen C3 Aircross,grey,01 04 2018,2018,16900,96,131,Manual,Petrol,5.2,117,93400
audi,Audi Q7,grey,01 05 2017,2017,45000,200,272,Automatic,Diesel,6.2,163,116255
kia,Kia XCeed,green,01 02 2023,2023,32499,118,160,Automatic,Petrol,6.1,139,15
dodge,Dodge Journey,black,01 05 2010,2010,4000,103,140,Manual,Diesel,6.3,165,260000
jeep,Jeep Renegade,grey,01 07 2022,2022,36490,177,241,Automatic,Hybrid,2,47,2500
audi,Audi S4,black,01 03 2008,2008,11999,253,344,Automatic,Petrol,12.4,298,218000
kia,Kia Ceed   cee d,blue,01 10 2022,2022,21870,118,160,Manual,Petrol,6.6,148,19997
audi,Audi A4,silver,01 07 2011,2011,8450,105,143,Automatic,Diesel,5,131,265000
fiat,Fiat 500C,white,01 06 2019,2019,13490,51,69,Manual,Petrol,5.3,124,37959
citroen,Citroen C1,grey,01 03 2014,2014,7990,50,68,Manual,Petrol,4.3,99,54200
kia,Kia Ceed   cee d,red,01 02 2017,2017,11499,150,204,Manual,Petrol,7.4,170,81097
audi,Audi TT,silver,01 06 2013,2013,17590,155,211,Manual,Petrol,6.6,154,105500
audi,Audi A2,blue,01 02 2002,2002,3499,55,75,Manual,Petrol,5.9,0,211500
kia,Kia Picanto,white,01 06 2018,2018,13880,62,84,Automatic,Petrol,5.4,124,37946
ford,Ford Kuga,white,01 04 2023,2023,43190,165,224,Automatic,Hybrid,5.6,119,59
bmw,BMW X3,black,01 06 2012,2012,12490,190,258,Automatic,Diesel,6,159,155000
audi,Audi A6,white,01 12 2016,2016,16000,140,190,Automatic,Diesel,4.6,119,220000
bmw,BMW 520,black,01 07 2011,2011,8990,135,184,Manual,Diesel,4.9,130,194665
mazda,Mazda 6,red,01 04 2018,2018,24490,121,165,Manual,Petrol,5.9,136,68883
bmw,BMW 335,blue,01 04 2016,2016,33000,230,313,Automatic,Diesel,5.5,0,130000
ferrari,Ferrari 360,blue,01 03 2003,2003,69990,294,400,Automatic,Petrol,17.9,440,53200
dacia,Dacia Sandero,bronze,01 05 2009,2009,2800,55,75,Manual,Petrol,7,165,187000
audi,Audi A1,red,01 07 2011,2011,9990,63,86,Manual,Petrol,5.1,121,129980
bmw,BMW 520,white,01 04 2017,2017,22590,140,190,Automatic,Diesel,4.5,0,100700
ford,Ford EcoSport,yellow,01 01 2023,2023,23950,92,125,Manual,Petrol,5.4,120,2650
ford,Ford Kuga,silver,01 02 2023,2023,33990,110,150,Manual,Petrol,5.6,119,20
fiat,Fiat 500,grey,01 03 2019,2019,10499,51,69,Manual,Petrol,5.3,123,31848
mazda,Mazda CX 5,brown,01 06 2018,2018,19200,110,150,Automatic,Diesel,5.6,147,101500
audi,Audi A3,grey,01 07 2013,2013,16490,103,140,Manual,Petrol,4.8,114,97000
ford,Ford Transit,white,01 07 2010,2010,7150,63,86,Manual,Diesel,7.4,0,126000
citroen,Citroen C5,grey,01 11 2022,2022,33780,96,131,Automatic,Petrol,6,135,100
fiat,Fiat Panda,black,01 06 2010,2010,2700,40,54,Manual,Petrol,5,119,128000
citroen,Citroen C3,black,01 04 2022,2022,37400,81,110,Automatic,Petrol,5.9,133,100
bmw,BMW X2,white,01 06 2020,2020,29980,103,140,Manual,Petrol,5.5,133,31151
audi,Audi S3,brown,01 01 2017,2017,27990,228,310,Automatic,Petrol,6.8,156,99087
audi,Audi A4,black,01 12 2011,2011,10990,155,211,Automatic,Petrol,8.1,189,196000
audi,Audi A1,blue,01 03 2023,2023,33980,81,110,Automatic,Petrol,6.1,138,5000
audi,Audi A6,black,01 10 2018,2018,29990,160,218,Automatic,Diesel,4.6,119,110000
fiat,Fiat Tipo,green,01 03 2023,2023,18300,74,101,Manual,Petrol,4.9,113,99
ford,Ford Focus,green,01 11 2022,2022,40890,206,280,Automatic,Petrol,8.2,187,150
ford,Ford Transit,white,01 10 2010,2010,4990,63,86,Manual,Diesel,7.5,199,99000
ford,Ford Focus,silver,01 03 2018,2018,14980,74,101,Manual,Petrol,4.8,114,32000
hyundai,Hyundai KONA,black,01 04 2018,2018,16980,130,177,Automatic,Petrol,6.7,153,66560
ford,Ford Fiesta,blue,01 12 2004,2004,1990,44,60,Manual,Petrol,6.2,147,189000
audi,Audi S6,red,01 12 2019,2019,48830,257,349,Automatic,Diesel,6.5,171,113784
bmw,BMW 318,black,01 03 2010,2010,9999,105,143,Manual,Petrol,6.3,149,189000
audi,Audi S8,silver,01 02 2007,2007,18900,331,450,Automatic,Petrol,13.4,319,173500
honda,Honda CR V,black,01 04 2017,2017,20000,114,155,Automatic,Petrol,7.5,0,105000
audi,Audi A6,black,01 02 2016,2016,21000,110,150,Manual,Diesel,4.3,0,102000
bmw,BMW X2,gold,01 06 2019,2019,26950,103,140,Automatic,Petrol,5.6,129,23000
audi,Audi A4,white,01 03 2020,2020,29500,140,190,Automatic,Diesel,4.6,120,60000
ferrari,Ferrari 812,black,01 03 2022,2022,989812,588,799,Automatic,Petrol,15.1,345,1100
dacia,Dacia Dokker,blue,01 12 2019,2019,15900,75,102,Manual,Petrol,6.2,0,45800
audi,Audi A4,silver,01 01 2009,2009,7000,125,170,Manual,Diesel,5.8,0,230000
audi,Audi A6,white,01 02 2017,2017,25900,140,190,Automatic,Diesel,5.2,0,109000
hyundai,Hyundai i30,white,01 07 2019,2019,24000,202,275,Unknown,Petrol,7.8,178,83000
fiat,Fiat 500,white,01 08 2020,2020,13990,51,69,Manual,Hybrid,4.1,93,21300
mazda,Mazda CX 3,grey,01 12 2019,2019,19300,110,150,Manual,Petrol,7,166,53650
mazda,Mazda CX 3,grey,01 04 2017,2017,17990,88,120,Manual,Petrol,5.9,137,21661
ford,Ford Grand C Max,black,01 05 2014,2014,9900,85,116,Manual,Diesel,4.6,0,203500
bmw,BMW X3,grey,01 08 2007,2007,7999,110,150,Manual,Diesel,7.2,0,245000
bmw,BMW X3,grey,01 12 2014,2014,21750,140,190,Automatic,Diesel,5.2,0,86700
hyundai,Hyundai i30,white,01 05 2016,2016,13100,137,186,Manual,Petrol,7.3,0,99000
ford,Ford EcoSport,black,01 03 2015,2015,11500,92,125,Manual,Petrol,5.3,125,75000
audi,Audi A1,black,01 02 2023,2023,315890,70,95,Automatic,Petrol,5.9,134.1,6000
kia,Kia Sportage,grey,01 06 2018,2018,23790,130,177,Automatic,Petrol,7.4,169,49480
jeep,Jeep Grand Cherokee,black,01 08 2019,2019,92890,522,710,Automatic,Petrol,17.1,382,35396
hyundai,Hyundai IONIQ,black,01 03 2018,2018,19990,104,141,Automatic,Hybrid,3.4,79,90000
bmw,BMW 320,black,01 10 2010,2010,11900,135,184,Automatic,Diesel,5.4,142,195000
kia,Kia Venga,white,01 06 2018,2018,19850,92,125,Automatic,Petrol,6.5,150,23500
bmw,BMW 218,white,01 05 2019,2019,11990,110,150,Manual,Diesel,4.6,120,245749
mazda,Mazda 2,grey,01 08 2018,2018,11999,55,75,Manual,Petrol,4.8,0,20206
mazda,Mazda CX 5,red,01 03 2019,2019,27720,135,184,Manual,Diesel,5.2,137,51040
hyundai,Hyundai TUCSON,white,01 04 2018,2018,17989,97,132,Manual,Petrol,7.2,165,100892
chevrolet,Chevrolet Captiva,white,01 08 2012,2012,8925,120,163,Manual,Diesel,6.4,170,142500
bmw,BMW X3,silver,01 05 2020,2020,38450,135,184,Automatic,Petrol,6.7,154,45712
bmw,BMW 325,grey,01 10 2006,2006,9900,160,218,Automatic,Petrol,9.1,218,155000
citroen,Citroen C3,white,01 11 2015,2015,5880,50,68,Manual,Petrol,4.3,102,158049
audi,Audi A3,red,01 12 2014,2014,19897,135,184,Automatic,Diesel,4.9,130,112353
mazda,Mazda CX 3,red,01 03 2019,2019,20999,89,121,Manual,Petrol,6.2,141,29586
audi,Audi Q8,bronze,01 06 2019,2019,60000,210,286,Automatic,Diesel,7.1,0,108400
bmw,BMW 320,white,01 03 2015,2015,15950,135,184,Automatic,Diesel,4.7,0,188500
ford,Ford Fiesta,red,01 07 2019,2019,13990,52,71,Manual,Petrol,5.1,114,60000
audi,Audi A5,grey,01 06 2015,2015,23500,160,218,Automatic,Diesel,6.1,0,107000
ford,Ford Ranger,red,01 05 2020,2020,36980,156,212,Automatic,Diesel,7.6,199,77360
ford,Ford Focus,silver,01 06 2019,2019,17988,74,101,Manual,Petrol,4.7,107,79811
dacia,Dacia Jogger,black,01 01 2023,2023,23795,81,110,Manual,Petrol,5.7,129,4500
audi,Audi Q3,orange,01 05 2019,2019,31499,110,150,Automatic,Diesel,4.9,128,58830
infiniti,Infiniti QX30,grey,01 09 2016,2016,19990,150,204,Automatic,Diesel,4.9,128,68902
bmw,BMW 218,silver,01 08 2019,2019,18977,103,140,Manual,Petrol,5.8,132,56927
mazda,Mazda 6,black,01 12 2014,2014,5500,110,150,Manual,Diesel,3.9,104,248000
audi,Audi Q3,grey,01 12 2022,2022,45610,110,150,Automatic,Hybrid,5.8,134,5
kia,Kia Carens,silver,01 04 2017,2017,18500,104,141,Manual,Diesel,4.8,127,124000
hyundai,Hyundai TUCSON,white,01 04 2023,2023,31990,110,150,Manual,Petrol,6.2,142,11
kia,Kia XCeed,yellow,01 11 2022,2022,26990,118,160,Manual,Petrol,5.7,134,10
audi,Audi A5,grey,01 09 2016,2016,22990,140,190,Automatic,Diesel,4.9,130,129789
citroen,Citroen C1,blue,01 09 2021,2021,15800,53,72,Manual,Petrol,3.7,85,13106
audi,Audi A4,grey,01 06 2008,2008,8950,120,163,Manual,Petrol,8.7,208,127657
jaguar,Jaguar XF,black,01 04 2020,2020,55900,132,179,Automatic,Diesel,5.2,139,51400
kia,Kia Ceed SW   cee d SW,grey,01 04 2023,2023,30990,118,160,Automatic,Petrol,5.8,132,5000
audi,Audi S8,grey,01 10 2015,2015,28900,382,519,Automatic,Petrol,9.6,220,82750
ford,Ford Focus,grey,01 09 2016,2016,13990,110,150,Manual,Petrol,5.6,128,117936
audi,Audi A1,red,01 01 2020,2020,20250,85,116,Manual,Petrol,4.8,109,9100
bmw,BMW 118,blue,01 03 2019,2019,18990,100,136,Automatic,Petrol,5.9,134,41000
bmw,BMW 318,black,01 04 2009,2009,18900,105,143,Manual,Petrol,6.3,0,194000
bmw,BMW 530,black,01 10 2010,2010,14500,180,245,Manual,Diesel,5.5,166,200000
bmw,BMW 520,black,01 04 2009,2009,9499,130,177,Automatic,Diesel,5.8,0,179873
ford,Ford S Max,grey,01 07 2021,2021,40950,140,190,Automatic,Diesel,5.7,149,18600
mazda,Mazda 6,black,01 12 2014,2014,10990,110,150,Manual,Diesel,4.4,116,151662
mazda,Mazda CX 5,red,01 08 2018,2018,21590,143,194,Automatic,Petrol,7.1,162,123100
bmw,BMW 420,white,01 07 2019,2019,31950,140,190,Automatic,Diesel,4.7,124,35800
hyundai,Hyundai KONA,white,01 02 2019,2019,29790,150,204,Automatic,Electric,0,0,20000
ford,Ford Focus,silver,01 06 2004,2004,3399,74,101,Manual,Petrol,6.8,0,115000
ford,Ford Transit,white,01 12 2021,2021,33990,96,131,Manual,Diesel,9,237,30001
bmw,BMW 316,blue,01 01 2000,2000,2500,77,105,Manual,Petrol,7.8,187,156000
bmw,BMW 535,black,01 06 2008,2008,13000,210,286,Automatic,Diesel,6.7,178,158000
bmw,BMW 330,grey,01 08 2019,2019,27490,190,258,Automatic,Diesel,5.4,142,84900
citroen,Citroen Spacetourer,white,01 10 2020,2020,35900,132,179,Automatic,Diesel,6.1,161,61500
ford,Ford Focus,blue,01 06 2009,2009,4950,66,90,Manual,Diesel,4.5,119,122398
hyundai,Hyundai i30,grey,01 02 2011,2011,3600,66,90,Manual,Diesel,4.9,130,260302
dodge,Dodge RAM,grey,01 06 2021,2021,65990,295,401,Automatic,LPG,14.8,325,23165
chevrolet,Chevrolet Camaro,grey,01 06 2020,2020,34900,250,340,Automatic,Petrol,11.5,260,40516
bmw,BMW 320,black,01 03 2016,2016,18885,140,190,Automatic,Diesel,4.7,125,107000
citroen,Citroen C5 Aircross,grey,01 04 2021,2021,32490,96,131,Automatic,Diesel,4.1,107,12700
bmw,BMW X1,grey,01 09 2018,2018,23490,110,150,Automatic,Diesel,4.8,127,89203
bmw,BMW X1,white,01 02 2022,2022,39980,131,178,Unknown,Petrol,6.1,141,6500
audi,Audi SQ2,red,01 07 2022,2022,47990,221,300,Automatic,Petrol,8.3,188,7703
hyundai,Hyundai i30,grey,01 04 2019,2019,17899,103,140,Manual,Petrol,5.9,134,49000
audi,Audi A4,grey,01 07 2019,2019,29950,180,245,Automatic,Petrol,6.8,177,70061
dacia,Dacia Duster,grey,01 03 2023,2023,21450,67,91,Manual,LPG,6.4,144,9
citroen,Citroen C4,red,01 03 2022,2022,23900,96,131,Manual,Petrol,4.8,108,10
audi,Audi TTS,yellow,01 04 2018,2018,37990,228,310,Automatic,Petrol,6.9,0,60000
hyundai,Hyundai KONA,grey,01 01 2020,2020,17924,88,120,Manual,Petrol,0,0,27750
audi,Audi A6,blue,01 06 2022,2022,49980,150,204,Automatic,Diesel,4.8,127,7401
audi,Audi A5,black,01 11 2013,2013,15700,180,245,Automatic,Diesel,5.7,0,188500
citroen,Citroen C3,blue,01 04 2020,2020,15490,75,102,Manual,Diesel,3.2,85,30799
honda,Honda CR V,red,01 12 2022,2022,39980,135,184,Automatic,Hybrid,5.3,120,10
ford,Ford Puma,red,01 02 2023,2023,32530,114,155,Manual,Petrol,6.1,138,3000
alfa romeo,Alfa Romeo 147,black,01 09 2005,2005,1990,110,150,Manual,Petrol,8.9,0,171121
citroen,Citroen C3,grey,01 08 2017,2017,9750,60,82,Manual,Petrol,4.8,0,84872
ford,Ford Grand C Max,grey,01 04 2016,2016,15390,88,120,Automatic,Diesel,4.6,119,130547
audi,Audi Q3,black,01 06 2012,2012,20900,155,211,Automatic,Petrol,7.7,182,71200
ford,Ford C Max,grey,01 10 2017,2017,10498,88,120,Manual,Diesel,4.1,105,170000
ford,Ford Kuga,orange,01 07 2020,2020,35500,165,224,Automatic,Hybrid,1.2,26,17767
audi,Audi A7,black,01 11 2014,2014,34990,240,326,Automatic,Diesel,6.3,0,141174
land rover,Land Rover Discovery Sport,grey,01 11 2018,2018,25900,110,150,Manual,Diesel,5.7,149,59200
ford,Ford Kuga,white,01 07 2017,2017,19987,110,150,Manual,Diesel,5.5,144,96890
audi,Audi A5,black,01 11 2016,2016,16200,110,150,Automatic,Diesel,4.5,119,186000
bmw,BMW 520,black,01 07 2014,2014,13000,135,184,Automatic,Diesel,5.2,0,140000
ford,Ford Tourneo Connect,grey,01 07 2016,2016,14490,88,120,Semi automatic,Diesel,5,129,139000
ford,Ford Fiesta,black,01 09 2018,2018,13950,103,140,Manual,Petrol,5.2,118,69842
audi,Audi Q2,white,01 04 2018,2018,26980,140,190,Automatic,Petrol,6.4,146,82500
ford,Ford Transit,white,01 01 2015,2015,17490,92,125,Manual,Diesel,7.6,201,141194
ford,Ford Focus,black,01 05 2018,2018,15999,134,182,Manual,Petrol,5.5,127,55614
audi,Audi A4,silver,01 12 2005,2005,5999,75,102,Manual,Petrol,7.9,190,125000
bmw,BMW 420,black,01 12 2019,2019,34749,140,190,Automatic,Diesel,5,162,29450
aston martin,Aston Martin V8,green,01 05 2011,2011,59500,283,385,Automatic,Petrol,13.9,328,59500
hyundai,Hyundai iX20,grey,01 06 2012,2012,7099,66,90,Manual,Petrol,6,140,116000
citroen,Citroen C5 Aircross,orange,01 10 2020,2020,22990,96,131,Automatic,Diesel,4.1,108,43000
audi,Audi A4,red,01 06 2019,2019,26750,170,231,Automatic,Diesel,7,183,96818
ford,Ford Edge,grey,01 02 2021,2021,38990,175,238,Automatic,Diesel,7.7,203,42913
audi,Audi A3,black,01 02 2016,2016,14500,81,110,Manual,Diesel,3.8,101,149000
audi,Audi A5,blue,01 05 2011,2011,9500,132,179,Manual,Petrol,6.5,0,174800
ford,Ford Tourneo Custom,grey,01 03 2017,2017,32590,125,170,Manual,Diesel,6.3,166,48183
maserati,Maserati Levante,black,01 11 2019,2019,68990,257,349,Automatic,Petrol,11.1,251,17180
fiat,Fiat Tipo,brown,01 03 2022,2022,19585,74,101,Manual,Petrol,5.4,124,10
bmw,BMW 323,silver,01 03 1999,1999,2000,125,170,Automatic,Petrol,9,0,211000
hyundai,Hyundai i30,white,01 07 2020,2020,21999,85,116,Automatic,Diesel,4.1,107,47034
alfa romeo,Alfa Romeo Spider,grey,01 06 2000,2000,3399,114,155,Manual,Petrol,9.2,0,195000
audi,Audi A5,silver,01 06 2017,2017,28990,185,252,Automatic,Petrol,6.3,144,49986
kia,Kia Ceed SW   cee d SW,grey,01 03 2020,2020,16690,88,120,Manual,Petrol,5.2,118,37800
bmw,BMW X5,black,01 03 2017,2017,46880,230,313,Automatic,Diesel,6.9,183,129129
dodge,Dodge Charger,grey,01 07 2017,2017,55399,527,717,Automatic,Petrol,19.9,0,82846
ford,Ford Fiesta,silver,01 09 2007,2007,2050,59,80,Manual,Petrol,6.2,147,134000
bmw,BMW 218,grey,01 05 2019,2019,19980,103,140,Manual,Petrol,5.8,132,8713
bmw,BMW 525,black,01 02 2013,2013,14999,160,218,Automatic,Diesel,5.4,143,180000
bmw,BMW 540,black,01 05 2001,2001,9000,210,286,Automatic,LPG,12.3,293,367000
bmw,BMW 320,blue,01 10 2020,2020,35480,140,190,Automatic,Diesel,4.5,117,53500
ford,Ford Focus,white,01 12 2012,2012,9200,184,250,Manual,Petrol,7.2,171,144630
bmw,BMW 520,grey,01 05 2016,2016,21900,140,190,Automatic,Diesel,4.3,114,77500
citroen,Citroen Grand C4 SpaceTourer,violet,01 09 2019,2019,16950,96,131,Automatic,Diesel,4,106,139000
bmw,BMW 335,black,01 10 2015,2015,21500,230,313,Automatic,Diesel,5.7,151,153000
ford,Ford Kuga,black,01 08 2018,2018,23948,132,179,Automatic,Diesel,5.2,134,87700
audi,Audi A6,black,01 03 2015,2015,20400,160,218,Automatic,Diesel,5.3,138,239000
mazda,Mazda CX 5,grey,01 11 2018,2018,24980,143,194,Automatic,Petrol,7.9,179,51589
bmw,BMW Z3 M,silver,01 03 1998,1998,36800,236,321,Manual,Petrol,11.1,0,130300
mazda,Mazda 6,grey,01 11 2019,2019,22919,121,165,Automatic,Petrol,6,139,92000
ford,Ford Fiesta,blue,01 05 2019,2019,12693,63,86,Manual,Petrol,5.2,117,19964
honda,Honda Jazz,black,01 08 2019,2019,14990,75,102,Manual,Petrol,5,119,87250
audi,Audi A1,blue,01 09 2013,2013,10989,90,122,Manual,Petrol,5.2,123,111920
bmw,BMW 520,blue,01 01 2012,2012,14390,135,184,Automatic,Diesel,4.9,130,128000
kia,Kia Sportage,white,01 03 2020,2020,21787,97,132,Manual,Petrol,6.9,159,17331
alfa romeo,Alfa Romeo MiTo,black,01 05 2011,2011,7600,77,105,Manual,Petrol,5.7,0,96000
mazda,Mazda CX 5,black,01 04 2017,2017,12500,129,175,Automatic,Diesel,5.5,144,76000
ford,Ford Mustang,black,01 10 2016,2016,39950,310,421,Automatic,Petrol,13.5,289,21356
ford,Ford Focus,grey,01 01 2018,2018,15990,92,125,Manual,Petrol,4.8,0,137500
bmw,BMW 216,blue,01 02 2020,2020,15900,85,116,Manual,Diesel,4.3,113,88630
ford,Ford Fiesta,grey,01 04 2016,2016,7900,44,60,Manual,Petrol,5.2,123,84000
land rover,Land Rover Range Rover Velar,white,01 02 2020,2020,34650,184,250,Automatic,Petrol,7.7,173,79500
bmw,BMW X6,blue,01 07 2016,2016,54900,423,575,Automatic,Petrol,11.1,258,126409
ford,Ford C Max,silver,01 01 2013,2013,10900,92,125,Manual,Petrol,5.1,0,50600
bmw,BMW 325,grey,01 11 2016,2016,18990,165,224,Automatic,Diesel,5.2,137,174850
mazda,Mazda CX 5,white,01 12 2018,2018,21900,135,184,Automatic,Diesel,5.6,186,121500
audi,Audi A6 allroad,grey,01 11 2013,2013,13800,230,313,Automatic,Diesel,6.7,0,325000
kia,Kia Niro,blue,01 09 2017,2017,19290,77,105,Automatic,Hybrid,4.4,101,69690
audi,Audi RS4,red,01 04 2013,2013,44444,331,450,Automatic,Petrol,10.7,249,84000
bmw,BMW X1,black,01 04 2010,2010,9990,130,177,Automatic,Diesel,6.2,0,180000
bentley,Bentley Continental GT,grey,01 08 2021,2021,199900,405,551,Automatic,Petrol,12.1,0,24920
ford,Ford Fusion,blue,01 10 2008,2008,3850,59,80,Manual,Petrol,6.6,154,125000
audi,Audi Q5,blue,01 02 2018,2018,30840,210,286,Automatic,Diesel,6.2,162,103414
citroen,Citroen Berlingo,white,01 05 2023,2023,31990,75,102,Manual,Diesel,4.1,109,5
ford,Ford Fiesta,black,01 05 2006,2006,650,44,60,Manual,Petrol,6.2,0,250000
bmw,BMW X1,black,01 10 2010,2010,8990,130,177,Manual,Diesel,5.3,139,154000
audi,Audi A5,grey,01 05 2012,2012,17500,150,204,Automatic,Diesel,4.9,0,175000
ford,Ford Grand C Max,grey,01 09 2016,2016,17499,110,150,Automatic,Diesel,5.2,138,96900
ford,Ford S Max,black,01 07 2016,2016,16900,118,160,Manual,Petrol,6.5,149,117000
fiat,Fiat 124 Spider,white,01 09 2016,2016,21990,103,140,Manual,Petrol,6.4,148,10500
kia,Kia Ceed   cee d,black,01 01 2020,2020,22850,100,136,Automatic,Diesel,4.2,0,35000
ford,Ford Focus,silver,01 10 2020,2020,12780,88,120,Manual,Diesel,3.5,93,150000
bmw,BMW 120,silver,01 10 2008,2008,5850,125,170,Manual,Petrol,6.7,155,152000
bmw,BMW 320,black,01 06 2010,2010,9000,135,184,Manual,Diesel,4.7,0,215000
audi,Audi A4,black,01 04 2013,2013,12499,105,143,Manual,Diesel,4.7,124,168100
ford,Ford Focus,blue,01 11 2017,2017,12800,88,120,Manual,Diesel,3.8,101,108000
ford,Ford Tourneo Custom,white,01 08 2018,2018,24490,96,131,Manual,Diesel,6.5,156,102000
ford,Ford Kuga,grey,01 06 2019,2019,19990,129,175,Automatic,Petrol,9,205,62223
audi,Audi A6 allroad,grey,01 06 2007,2007,10500,188,256,Automatic,Petrol,11.1,266,160000
bmw,BMW X3,black,01 09 2014,2014,19990,140,190,Automatic,Diesel,4.9,129,137000
bmw,BMW M6,white,01 07 2012,2012,53800,412,560,Automatic,Petrol,10.3,0,53000
hyundai,Hyundai i10,red,01 04 2019,2019,12990,49,67,Manual,Petrol,4.6,106,20157
kia,Kia ProCeed   pro_cee d,black,01 08 2019,2019,24910,150,204,Automatic,Petrol,6.2,163,58983
ford,Ford Kuga,silver,01 11 2021,2021,24940,88,120,Manual,Diesel,4,104,18879
hyundai,Hyundai KONA,red,01 01 2023,2023,26950,88,120,Automatic,Petrol,5.2,120,16100
jaguar,Jaguar F Type,black,01 06 2017,2017,62500,294,400,Automatic,Petrol,8.6,0,35800
